respondent_id,start_date,end_date,dbt_used_at_org,personal_dbt_experience,job_title,base_salary_usd,company_headquarters,company_industry,organization_size,org_data_infrastructure_proportion,org_data_analysis_proportion,multiselect_time_spent_platform,multiselect_time_spent_datasets,multiselect_time_spent_reports_dashboards,multiselect_time_spent_ml_models,multiselect_time_spent_mentorship_direct_reports,multiselect_time_spent_other_free_text,rate_org_marketing_analytics,rate_org_product_analytics,rate_org_financial_analytics,rate_org_data_quality_transparency,rate_org_cross_team_alignment_data_ownership,rate_org_data_team_productivity_agility,rate_org_enabling_self_service,how_do_you_distribute_data_team_work,how_do_you_distribute_data_team_work_other_free_text,how_is_your_team_measured,how_is_your_team_measured_other_free_text,agreement_org_sets_clear_goals_responsibilities_roadmap,agreement_org_values_data_team,multiselect_economic_impact_reduced_headcount,multiselect_economic_impact_downgraded_open_headcount,multiselect_economic_impact_reduced_tooling_budget,multiselect_economic_impact_increased_headcount,multiselect_economic_impact_upgraded_open_headcount,multiselect_economic_impact_increased_tooling_budget,multiselect_economic_impact_no_change,multiselect_economic_impact_not_sure,investment_plan_next_12m_data_warehouse_lakehouse,investment_plan_next_12m_extract_load,investment_plan_next_12m_transform_model,investment_plan_next_12m_reverse_etl,investment_plan_next_12m_data_quality_observability,investment_plan_next_12m_data_orchestration,investment_plan_next_12m_bi_tools,multiselect_data_prep_challenge_poor_source_quality,multiselect_data_prep_challenge_input_data_inconsistent,multiselect_data_prep_challenge_ambiguous_quality_ownership,multiselect_data_prep_challenge_transform_slow_build_update,multiselect_data_prep_challenge_transform_location_reuse,multiselect_data_prep_challenge_docs_dependency_mgmt,multiselect_data_prep_challenge_stakeholders_dont_use_trust,multiselect_data_prep_challenge_data_not_where_org_needs,multiselect_data_prep_challenge_none_of_above,multiselect_data_prep_challenge_other_free_text,biggest_mds_problem_metadata_sharing_across_tools,biggest_mds_problem_team_tool_collab_clarity,biggest_mds_problem_producer_consumer_coordination_handoff,biggest_mds_problem_tools_learning_curve,biggest_mds_problem_implementing_best_practice_across_tools,biggest_mds_problem_other_free_text
118184398218,11/23/2022 6:11:32 PM,11/23/2022 6:16:34 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$51k to $100k,North America,Healthcare / Life Sciences,"501-1,000",2-5%,2-5%,,,,,Mentor / enable direct reports who do a combination of work described above,,N/A - not relevant for my org,N/A - not relevant for my org,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Very well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,No opinion,No opinion,Reduced headcount (open or existing),,,,,,,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,Input data is hard to collect in a consistent way,,,,,,,,,,,,Learning curve to set up and maintain tools,,
118184387077,11/23/2022 5:50:29 PM,11/23/2022 5:52:18 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$51k to $100k,North America,Government or Military,"1,001 – 5,000",Less than 1%,Less than 1%,,Build / maintain data sets to ease analysis,,,,,Somewhat badly,Somewhat well,Somewhat badly,Somewhat well,Somewhat badly,Very badly,Somewhat badly,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,No opinion,Somewhat disagree,,Downgraded level / salary of open headcount,,,,,,,No change (maintain current investment),,,,,,,Source data quality is poor,,,,,,,,,,No effective way to share metadata across tools,,Coordination and handoffs between data producers and data consumers,,,
118184385253,11/23/2022 5:44:37 PM,11/23/2022 5:48:37 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Data Analyst,$51k to $100k,North America,Healthcare / Life Sciences,"10,001",2-5%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",,,,,,Very well,,,,,,,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,"Enablement of other teams (e.g. number of active users in data tool, tickets opened)",,Strongly agree,Strongly agree,,,,Increased open headcount,,,,,No change (no current investment),,,,,,,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,Managing data documentation and dependencies are too time-consuming,,,,,,,,,Implementing best practices across all the different tools,
118184381143,11/23/2022 5:32:43 PM,11/23/2022 5:40:05 PM,Yes - we use dbt Core / open source,More than 2 years,Data Analyst,$101k to $150k,North America,Technology / Software,Less than 100,11-20%,21-50%,,Build / maintain data sets to ease analysis,,,,Mentor customers to do combined work,Somewhat well,Somewhat well,Somewhat badly,Very well,Somewhat badly,Somewhat badly,Somewhat well,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Not sure,,Strongly disagree,Somewhat agree,,,,,,,No change,,No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),No change (maintain current investment),Decreasing investment,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,,,Coordination and handoffs between data producers and data consumers,,,
118184378383,11/23/2022 5:31:11 PM,11/23/2022 5:34:37 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Data Analyst,$51k to $100k,North America,Manufacturing,"1,001 – 5,000",2-5%,6-10%,,Build / maintain data sets to ease analysis,,,,,Somewhat well,Somewhat well,Very well,Somewhat badly,Somewhat well,Somewhat well,Somewhat badly,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat disagree,Somewhat agree,Reduced headcount (open or existing),,Reduced budget for tooling (new or existing),,,,,,No change (maintain current investment),No change (maintain current investment),Decreasing investment,Decreasing investment,No change (maintain current investment),No change (maintain current investment),Increasing investment,,Input data is hard to collect in a consistent way,,Transformations are too time-consuming to build and update,,,,Data isn’t where business users need it to be to inform quick decisions,,,,No clear understanding of how teams should collaborate in a given tool,Coordination and handoffs between data producers and data consumers,Learning curve to set up and maintain tools,,
118184372407,11/23/2022 5:18:38 PM,11/23/2022 5:22:19 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$101k to $150k,Europe,Manufacturing,"1,001 – 5,000",2-5%,2-5%,,,,,,Not involved in data science,Very well,Very well,Somewhat well,Somewhat well,Very well,Somewhat well,Somewhat well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,No opinion,No opinion,,,,Increased open headcount,,,,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Increasing investment,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,Stakeholders don’t use / don’t trust data provided,Data isn’t where business users need it to be to inform quick decisions,,,,,Coordination and handoffs between data producers and data consumers,,,
118184366330,11/23/2022 5:05:44 PM,11/23/2022 5:10:38 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Data Analyst,$51k to $100k,North America,Government or Military,"1,001 – 5,000",6-10%,2-5%,,Build / maintain data sets to ease analysis,,,,,Somewhat well,Somewhat well,Somewhat well,Very well,Very well,Very well,Very well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,Not sure,,Somewhat agree,Somewhat agree,Reduced headcount (open or existing),,,,,,,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,,,Coordination and handoffs between data producers and data consumers,,,
118184359584,11/23/2022 4:56:03 PM,11/23/2022 5:03:32 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,Under $50k,Europe,Technology / Software,"5,001 – 10,000",11-20%,21-50%,,Build / maintain data sets to ease analysis,,,,,Very well,Very well,Very well,Very well,Very well,Very well,Very well,Each team member specializes in both functional and business areas. (e.g. supports infra/modeling for Sales vs. reporting/BI for Sales),,"SLA metrics (e.g. data uptime, throughput)",,Strongly agree,Somewhat agree,Reduced headcount (open or existing),,,,,,,,Increasing investment,Decreasing investment,Increasing investment,Increasing investment,Decreasing investment,No change (maintain current investment),No change (maintain current investment),,Input data is hard to collect in a consistent way,,,,Managing data documentation and dependencies are too time-consuming,,Data isn’t where business users need it to be to inform quick decisions,,,,,Coordination and handoffs between data producers and data consumers,,,
118184356524,11/23/2022 4:47:09 PM,11/23/2022 4:52:25 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Data Analyst,$151k to $200k,North America,Other,"1,001 – 5,000",2-5%,2-5%,,,,,,third party risk analysis,Very well,Very well,Very well,Very well,Very well,Very well,Very well,Each team member specializes by business area (e.g. supports Sales vs. Product),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Strongly agree,Strongly agree,Reduced headcount (open or existing),,,,,,,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Source data quality is poor,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,No effective way to share metadata across tools,,,,,
118184341946,11/23/2022 4:22:21 PM,11/23/2022 4:26:55 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Data Analyst,Under $50k,North America,Financial Services,"1,001 – 5,000",Less than 1%,Less than 1%,,,Build / analyze reports & dashboards,,,,Very well,,,,,,,Each team member specializes by business area (e.g. supports Sales vs. Product),,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Somewhat agree,,,,,,,,Not sure,Not sure,,,,,,,,,,,,,,,None of the above,,,No clear understanding of how teams should collaborate in a given tool,,,,
118184339281,11/23/2022 4:19:19 PM,11/23/2022 4:22:12 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,$201k to $300k,North America,Manufacturing,"1,001 – 5,000",6-10%,11-20%,,,,,Mentor / enable direct reports who do a combination of work described above,,Very well,Very well,Very well,Very well,Very well,Very well,Very well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Not sure,,Somewhat agree,Somewhat agree,,,,,,,No change,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,,,,,,,,,None of the above,,,,,Learning curve to set up and maintain tools,,
118184306832,11/23/2022 3:31:54 PM,11/23/2022 3:34:19 PM,Yes - we use dbt Cloud,1-2 years,Software Engineer,$151k to $200k,Middle East,Media / Entertainment,Less than 100,21-50%,2-5%,"Build / maintain platforms for hosting, moving, accessing data",,Build / analyze reports & dashboards,,Mentor / enable direct reports who do a combination of work described above,,Somewhat badly,Somewhat badly,Somewhat well,Very well,Somewhat badly,Very well,Very well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Not sure,,Somewhat disagree,No opinion,,,,Increased open headcount,,,,,No change (maintain current investment),,,,,,,,,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,No effective way to share metadata across tools,,,,,
118184306766,11/23/2022 3:27:50 PM,11/23/2022 3:34:14 PM,No - we don’t use dbt Core or dbt Cloud,I have never used dbt,Other,Prefer not to say,North America,Consulting / Professional Services,Less than 100,51-100%,51-100%,,,Build / analyze reports & dashboards,,,,Somewhat well,Very well,Very well,Somewhat well,N/A - not relevant for my org,N/A - not relevant for my org,N/A - not relevant for my org,Everyone is “full-stack” with no specialization. Projects are assigned by rotation or in an ad-hoc fashion.,,Progress to financial goals (e.g. amount of money saved or business closed),,Somewhat agree,Somewhat disagree,,,Reduced budget for tooling (new or existing),,,,,,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Not sure,Source data quality is poor,Input data is hard to collect in a consistent way,Data ownership is ambiguous — teams disagree on how/where to address data quality issues,,,,,,,,,,,Learning curve to set up and maintain tools,,
118184298894,11/23/2022 3:19:24 PM,11/23/2022 3:23:59 PM,Yes - we use dbt Cloud,1-2 years,Data Analyst,Under $50k,Middle East,Financial Services,Less than 100,2-5%,2-5%,,Build / maintain data sets to ease analysis,,,,,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Somewhat well,Very well,Very well,Each team member specializes by functional area (e.g. supports infra/modeling vs. reporting/BI),,Qualitative evaluations (e.g. performance ratings from stakeholders),,Somewhat agree,Somewhat agree,,,Reduced budget for tooling (new or existing),Increased open headcount,,Increased budget for tooling (new or existing),,,No change (maintain current investment),Increasing investment,No change (maintain current investment),Increasing investment,Increasing investment,Increasing investment,No change (maintain current investment),,Input data is hard to collect in a consistent way,,Transformations are too time-consuming to build and update,,Managing data documentation and dependencies are too time-consuming,,,,,,No clear understanding of how teams should collaborate in a given tool,,Learning curve to set up and maintain tools,Implementing best practices across all the different tools,
